VendorStockNumber,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,Lab,ROUGH WEIGHT,ROUGH CT,ROUGH DATE,Certificate Url,Rough Video,Polished Video,StockNumber,Img,Jewlery Video,JewelryType,Style,Metal,DiaWt,MainStone,Description ,Header,Main,Secondary
R2.0L42011A1A1,Round,2.01,J,SI1,EX,EX,EX,N,GIA,5.08,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485955396.pdf,https://v3602586.v360.in/vision360.html?d=L42011,https://v3602586.v360.in/vision360.html?d=R2.0L42011A1A1,,,,,,,,,,,,
R2.0L42036A1A2,Round,2.03,J,SI1,EX,EX,EX,N,GIA,6.23,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495097781.pdf,https://v3602586.v360.in/vision360.html?d=L42036,https://v3602586.v360.in/vision360.html?d=R2.0L42036A1A2,,,,,,,,,,,,
R2.0L42040A1A1,Round,2,L,SI2,EX,EX,EX,F,GIA,5.17,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492242153.pdf,https://v3602586.v360.in/vision360.html?d=L42040,https://v3602586.v360.in/vision360.html?d=R2.0L42040A1A1,,,,,,,,,,,,
R2.0L42044A000,Round,2.03,K,VS2,EX,EX,EX,M,GIA,6.84,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485955373.pdf,https://v3602586.v360.in/vision360.html?d=L42044,https://v3602586.v360.in/vision360.html?d=R2.0L42044A000,,,,,,,,,,,,
R2.0L42051A1A2,Round,2.02,J,SI2,VG,EX,EX,F,GIA,4.7,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491242138.pdf,https://v3602586.v360.in/vision360.html?d=L42051,https://v3602586.v360.in/vision360.html?d=R2.0L42051A1A2,,,,,,,,,,,,
R2.0L42076A1A0,Round,2.03,K,VS2,EX,EX,EX,N,GIA,5.15,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495097801.pdf,https://v3602586.v360.in/vision360.html?d=L42076,https://v3602586.v360.in/vision360.html?d=R2.0L42076A1A0,,,,,,,,,,,,
R2.0L420810000,Round,2.01,K,VVS2,EX,EX,EX,N,GIA,4.67,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7493242329.pdf,https://v3602586.v360.in/vision360.html?d=L42081,https://v3602586.v360.in/vision360.html?d=R2.0L420810000,,,,,,,,,,,,
R2.0L42101A1A0,Round,2.02,L,SI1,VG,EX,EX,N,GIA,5.32,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496097760.pdf,https://v3602586.v360.in/vision360.html?d=L42101,https://v3602586.v360.in/vision360.html?d=R2.0L42101A1A0,,,,,,,,,,,,
R2.2L42004B100,Round,2.2,M,IF,EX,EX,EX,F,GIA,9.53,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492050089.pdf,https://v3602586.v360.in/vision360.html?d=L42004,https://v3602586.v360.in/vision360.html?d=R2.2L42004B100,,,,,,,,,,,,
R2.2L42031A100,Round,2.26,J,SI1,EX,EX,EX,M,GIA,7.2,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493065910.pdf,https://v3602586.v360.in/vision360.html?d=L42031,https://v3602586.v360.in/vision360.html?d=R2.2L42031A100,,,,,,,,,,,,
R2.2L42033A100,Round,2.24,L,SI1,EX,EX,EX,N,GIA,5.39,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494065960.pdf,https://v3602586.v360.in/vision360.html?d=L42033,https://v3602586.v360.in/vision360.html?d=R2.2L42033A100,,,,,,,,,,,,
R2.3L42029A100,Round,2.37,M,VS1,EX,EX,EX,N,GIA,6.88,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498065799.pdf,https://v3602586.v360.in/vision360.html?d=L42029,https://v3602586.v360.in/vision360.html?d=R2.3L42029A100,,,,,,,,,,,,
R2.5L42035A1A0,Round,2.51,L,SI2,EX,EX,EX,F,GIA,6.55,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491065820.pdf,https://v3602586.v360.in/vision360.html?d=L42035,https://v3602586.v360.in/vision360.html?d=R2.5L42035A1A0,,,,,,,,,,,,
R2.6L42038A000,Round,2.6,I,I1,EX,EX,EX,M,GIA,6.74,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492242095.pdf,https://v3602586.v360.in/vision360.html?d=L42038,https://v3602586.v360.in/vision360.html?d=R2.6L42038A000,,,,,,,,,,,,
R3.0L42001A1A1,Round,3.12,K,VVS2,EX,EX,EX,N,GIA,8.88,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491049890.pdf,https://v3602586.v360.in/vision360.html?d=L42001,https://v3602586.v360.in/vision360.html?d=R3.0L42001A1A1,,,,,,,,,,,,
R3.0L42027A000,Round,3.02,L,VVS2,EX,EX,EX,M,GIA,8.4,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491097903.pdf,https://v3602586.v360.in/vision360.html?d=L42027,https://v3602586.v360.in/vision360.html?d=R3.0L42027A000,,,,,,,,,,,,
R3.3L42007A000,Round,3.3,J,SI2,EX,EX,EX,N,GIA,10.29,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495242105.pdf,https://v3602586.v360.in/vision360.html?d=L42007,https://v3602586.v360.in/vision360.html?d=R3.3L42007A000,,,,,,,,,,,,
R4.0L42005A1A0,Round,4.04,K,SI1,EX,EX,EX,N,GIA,9.86,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488988354.pdf,https://v3602586.v360.in/vision360.html?d=L42005,https://v3602586.v360.in/vision360.html?d=R4.0L42005A1A0,,,,,,,,,,,,
E.50L43004B000,Emerald,0.63,E,IF,EX,EX,EX,N,GIA,4.47,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487988718.pdf,https://v3602586.v360.in/vision360.html?d=L43004,https://v3602586.v360.in/vision360.html?d=E.50L43004B000,,,,,,,,,,,,
E.50L43005B000,Emerald,0.57,E,IF,EX,EX,EX,N,GIA,4.02,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/5483988749.pdf,https://v3602586.v360.in/vision360.html?d=L43005,https://v3602586.v360.in/vision360.html?d=E.50L43005B000,,,,,,,,,,,,
E.75L43012B000,Emerald,0.71,G,VS1,VG,EX,VG,N,GIA,5.28,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488988781.pdf,https://v3602586.v360.in/vision360.html?d=L43012,https://v3602586.v360.in/vision360.html?d=E.75L43012B000,,,,,,,,,,,,
E1.0L43016A1A0,Emerald,1.07,D,VVS2,VG,EX,VG,F,GIA,2.79,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485988766.pdf,https://v3602586.v360.in/vision360.html?d=L43016,https://v3602586.v360.in/vision360.html?d=E1.0L43016A1A0,,,,,,,,,,,,
E1.0L43017A1A2,Emerald,1.08,D,VVS2,EX,EX,EX,N,GIA,2.56,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488988806.pdf,https://v3602586.v360.in/vision360.html?d=L43017,https://v3602586.v360.in/vision360.html?d=E1.0L43017A1A2,,,,,,,,,,,,
E1.4L430180000,Emerald,1.41,H,VVS1,EX,EX,EX,F,GIA,2.95,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481989757.pdf,https://v3602586.v360.in/vision360.html?d=L43018,https://v3602586.v360.in/vision360.html?d=E1.4L430180000,,,,,,,,,,,,
E1.5L43010A100,Emerald,1.5,H,VS2,VG,EX,VG,N,GIA,3.09,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1483990176.pdf,https://v3602586.v360.in/vision360.html?d=L43010,https://v3602586.v360.in/vision360.html?d=E1.5L43010A100,,,,,,,,,,,,
E1.5L43013A1A0,Emerald,1.6,F,VVS2,EX,EX,EX,N,GIA,3.24,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486988782.pdf,https://v3602586.v360.in/vision360.html?d=L43013,https://v3602586.v360.in/vision360.html?d=E1.5L43013A1A0,,,,,,,,,,,,
E2.6L43009A000,Emerald,2.64,I,IF,EX,EX,EX,N,GIA,5.38,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7482955680.pdf,https://v3602586.v360.in/vision360.html?d=L43009,https://v3602586.v360.in/vision360.html?d=E2.6L43009A000,,,,,,,,,,,,
O1.0L43015A1A0,Oval,1.01,D,VS1,VG,EX,VG,N,GIA,2.7,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482989721.pdf,https://v3602586.v360.in/vision360.html?d=L43015,https://v3602586.v360.in/vision360.html?d=O1.0L43015A1A0,,,,,,,,,,,,
O1.0L43023A100,Oval,1.01,G,VS1,EX,EX,EX,N,GIA,2.51,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481988900.pdf,https://v3602586.v360.in/vision360.html?d=L43023,https://v3602586.v360.in/vision360.html?d=O1.0L43023A100,,,,,,,,,,,,
O1.5L43019A1A0,Oval,1.54,G,VS2,VG,EX,VG,F,GIA,3.93,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485988888.pdf,https://v3602586.v360.in/vision360.html?d=L43019,https://v3602586.v360.in/vision360.html?d=O1.5L43019A1A0,,,,,,,,,,,,
O1.5L43021A1A0,Oval,1.51,F,VVS2,VG,EX,VG,N,GIA,3.32,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489989775.pdf,https://v3602586.v360.in/vision360.html?d=L43021,https://v3602586.v360.in/vision360.html?d=O1.5L43021A1A0,,,,,,,,,,,,
R.40L43003B100,Round,0.41,E,IF,EX,EX,EX,N,GIA,4.38,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482990640.pdf,https://v3602586.v360.in/vision360.html?d=L43003,https://v3602586.v360.in/vision360.html?d=R.40L43003B100,,,,,,,,,,,,
R.50L43002B100,Round,0.52,F,IF,EX,EX,EX,N,GIA,4.97,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487990583.pdf,https://v3602586.v360.in/vision360.html?d=L43002,https://v3602586.v360.in/vision360.html?d=R.50L43002B100,,,,,,,,,,,,
R.50L43007B000,Round,0.5,F,VVS1,EX,EX,EX,N,GIA,4.7,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2488990808.pdf,https://v3602586.v360.in/vision360.html?d=L43007,https://v3602586.v360.in/vision360.html?d=R.50L43007B000,,,,,,,,,,,,
R.50L43009B100,Round,0.51,F,IF,EX,EX,EX,N,GIA,5.38,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/5483990614.pdf,https://v3602586.v360.in/vision360.html?d=L43009,https://v3602586.v360.in/vision360.html?d=R.50L43009B100,,,,,,,,,,,,
R.75L43022A1A0,Round,0.74,G,VS1,EX,EX,EX,N,GIA,1.83,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481990871.pdf,https://v3602586.v360.in/vision360.html?d=L43022,https://v3602586.v360.in/vision360.html?d=R.75L43022A1A0,,,,,,,,,,,,
R1.0L43008B100,Round,1.01,G,VVS1,EX,EX,EX,N,GIA,6.33,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2488988856.pdf,https://v3602586.v360.in/vision360.html?d=L43008,https://v3602586.v360.in/vision360.html?d=R1.0L43008B100,,,,,,,,,,,,
R1.0L43014A100,Round,1.03,G,VVS1,EX,EX,EX,N,GIA,2.85,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1487988821.pdf,https://v3602586.v360.in/vision360.html?d=L43014,https://v3602586.v360.in/vision360.html?d=R1.0L43014A100,,,,,,,,,,,,
R1.0L43020A100,Round,1.08,F,VVS2,EX,EX,EX,N,GIA,2.88,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481988922.pdf,https://v3602586.v360.in/vision360.html?d=L43020,https://v3602586.v360.in/vision360.html?d=R1.0L43020A100,,,,,,,,,,,,
R1.5L43005A100,Round,1.51,E,VVS2,EX,EX,EX,N,GIA,4.02,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1483989787.pdf,https://v3602586.v360.in/vision360.html?d=L43005,https://v3602586.v360.in/vision360.html?d=R1.5L43005A100,,,,,,,,,,,,
R1.7L43003A100,Round,1.7,G,VVS2,EX,EX,EX,N,GIA,4.38,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485988852.pdf,https://v3602586.v360.in/vision360.html?d=L43003,https://v3602586.v360.in/vision360.html?d=R1.7L43003A100,,,,,,,,,,,,
R1.7L43004A1A0,Round,1.74,G,VVS1,EX,EX,EX,N,GIA,4.47,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486989837.pdf,https://v3602586.v360.in/vision360.html?d=L43004,https://v3602586.v360.in/vision360.html?d=R1.7L43004A1A0,,,,,,,,,,,,
R2.0L43002A100,Round,2.01,I,VVS1,EX,EX,EX,N,GIA,4.97,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7483955568.pdf,https://v3602586.v360.in/vision360.html?d=L43002,https://v3602586.v360.in/vision360.html?d=R2.0L43002A100,,,,,,,,,,,,
R2.0L43007A100,Round,2.01,I,VVS2,EX,EX,EX,N,GIA,4.7,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7482955554.pdf,https://v3602586.v360.in/vision360.html?d=L43007,https://v3602586.v360.in/vision360.html?d=R2.0L43007A100,,,,,,,,,,,,
R2.0L43008A100,Round,2.06,H,VVS2,EX,EX,EX,N,GIA,6.33,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/2484955497.pdf,https://v3602586.v360.in/vision360.html?d=L43008,https://v3602586.v360.in/vision360.html?d=R2.0L43008A100,,,,,,,,,,,,
R2.0L43012A100,Round,2,H,VS2,EX,EX,EX,N,GIA,5.28,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481955581.pdf,https://v3602586.v360.in/vision360.html?d=L43012,https://v3602586.v360.in/vision360.html?d=R2.0L43012A100,,,,,,,,,,,,
R2.6L43001A1A0,Round,2.6,I,VS1,EX,EX,EX,N,GIA,7.06,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489955540.pdf,https://v3602586.v360.in/vision360.html?d=L43001,https://v3602586.v360.in/vision360.html?d=R2.6L43001A1A0,,,,,,,,,,,,
T.50L43001A2A1,Pear,0.5,F,VS1,VG,EX,VG,N,GIA,7.06,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/7483988674.pdf,https://v3602586.v360.in/vision360.html?d=L43001,https://v3602586.v360.in/vision360.html?d=T.50L43001A2A1,,,,,,,,,,,,
T1.5L43011A1A0,Pear,1.51,H,VVS1,EX,EX,EX,F,GIA,4.43,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1483990136.pdf,https://v3602586.v360.in/vision360.html?d=L43011,https://v3602586.v360.in/vision360.html?d=T1.5L43011A1A0,,,,,,,,,,,,
T1.7L43006A1A0,Pear,1.74,D,VVS2,EX,EX,EX,N,GIA,4.1,____,3/4/2024,https://b.yerushalmi.com/barak/Output/Certificates/1487988930.pdf,https://v3602586.v360.in/vision360.html?d=L43006,https://v3602586.v360.in/vision360.html?d=T1.7L43006A1A0,,,,,,,,,,,,
