VendorStockNumber,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,Lab,ROUGH WEIGHT,ROUGH CT,ROUGH DATE,Certificate Url,Rough Video,Polished Video,StockNumber,Img,Jewlery Video,JewelryType,Style,Metal,DiaWt,MainStone,Description ,Header,Main,Secondary
R1.2L40046A000,Round,1.18,K,IF,EX,EX,EX,N,GIA,4.34,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486837346.pdf,https://v3602586.v360.in/vision360.html?d=L40046,https://v3602586.v360.in/vision360.html?d=R1.2L40046A000,,,,,,,,,,,,
R1.2L40093A1A1,Round,1.21,L,VVS2,EX,EX,EX,N,GIA,2.67,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481837244.pdf,https://v3602586.v360.in/vision360.html?d=L40093,https://v3602586.v360.in/vision360.html?d=R1.2L40093A1A1,,,,,,,,,,,,
R1.2L40100A1A0,Round,1.2,I,VS1,EX,EX,EX,M,GIA,2.99,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487858739.pdf,https://v3602586.v360.in/vision360.html?d=L40100,https://v3602586.v360.in/vision360.html?d=R1.2L40100A1A0,,,,,,,,,,,,
R1.3L40036A1A1,Round,1.35,J,VS1,EX,EX,EX,N,GIA,3.2,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7482836253.pdf,https://v3602586.v360.in/vision360.html?d=L40036,https://v3602586.v360.in/vision360.html?d=R1.3L40036A1A1,,,,,,,,,,,,
R1.3L40038A1A1,Round,1.37,K,VVS2,EX,EX,EX,N,GIA,3.28,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485836242.pdf,https://v3602586.v360.in/vision360.html?d=L40038,https://v3602586.v360.in/vision360.html?d=R1.3L40038A1A1,,,,,,,,,,,,
R1.3L40077A1A1,Round,1.33,J,VS1,EX,EX,EX,F,GIA,2.95,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2484837308.pdf,https://v3602586.v360.in/vision360.html?d=L40077,https://v3602586.v360.in/vision360.html?d=R1.3L40077A1A1,,,,,,,,,,,,
R1.3L40085A1A1,Round,1.37,L,VVS2,EX,EX,EX,F,GIA,3.12,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481836189.pdf,https://v3602586.v360.in/vision360.html?d=L40085,https://v3602586.v360.in/vision360.html?d=R1.3L40085A1A1,,,,,,,,,,,,
R1.3L40097A1A1,Round,1.3,L,VVS2,EX,EX,EX,N,GIA,3.19,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/5486989222.pdf,https://v3602586.v360.in/vision360.html?d=L40097,https://v3602586.v360.in/vision360.html?d=R1.3L40097A1A1,,,,,,,,,,,,
R1.3L40136A000,Round,1.31,L,VVS2,EX,EX,EX,F,GIA,4.71,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495001814.pdf,https://v3602586.v360.in/vision360.html?d=L40136,https://v3602586.v360.in/vision360.html?d=R1.3L40136A000,,,,,,,,,,,,
R1.3L40136B000,Round,1.3,L,VVS1,EX,EX,EX,F,GIA,4.71,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486845649.pdf,https://v3602586.v360.in/vision360.html?d=L40136,https://v3602586.v360.in/vision360.html?d=R1.3L40136B000,,,,,,,,,,,,
R1.3L40143A1A0,Round,1.32,L,VVS2,EX,EX,EX,N,GIA,2.9,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485989393.pdf,https://v3602586.v360.in/vision360.html?d=L40143,https://v3602586.v360.in/vision360.html?d=R1.3L40143A1A0,,,,,,,,,,,,
R1.3L40158A1A0,Round,1.37,L,VVS2,EX,EX,EX,M,GIA,3.27,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481858892.pdf,https://v3602586.v360.in/vision360.html?d=L40158,https://v3602586.v360.in/vision360.html?d=R1.3L40158A1A0,,,,,,,,,,,,
R1.5L40003B000,Round,1.52,L,IF,EX,EX,EX,N,GIA,7.05,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2484844640.pdf,https://v3602586.v360.in/vision360.html?d=L40003,https://v3602586.v360.in/vision360.html?d=R1.5L40003B000,,,,,,,,,,,,
R1.5L40012B000,Round,1.57,L,VS1,EX,EX,EX,N,GIA,9.13,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485836169.pdf,https://v3602586.v360.in/vision360.html?d=L40012,https://v3602586.v360.in/vision360.html?d=R1.5L40012B000,,,,,,,,,,,,
R1.5L40035A1A1,Round,1.6,J,VS1,EX,EX,EX,N,GIA,3.68,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485836245.pdf,https://v3602586.v360.in/vision360.html?d=L40035,https://v3602586.v360.in/vision360.html?d=R1.5L40035A1A1,,,,,,,,,,,,
R1.5L40037A1A1,Round,1.51,J,VS1,EX,EX,EX,N,GIA,3.71,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481836243.pdf,https://v3602586.v360.in/vision360.html?d=L40037,https://v3602586.v360.in/vision360.html?d=R1.5L40037A1A1,,,,,,,,,,,,
R1.5L40051A1A1,Round,1.5,K,VS2,VG,EX,EX,N,GIA,3.64,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481836238.pdf,https://v3602586.v360.in/vision360.html?d=L40051,https://v3602586.v360.in/vision360.html?d=R1.5L40051A1A1,,,,,,,,,,,,
R1.5L40053A100,Round,1.51,M,VVS2,EX,EX,EX,N,GIA,4.68,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496001876.pdf,https://v3602586.v360.in/vision360.html?d=L40053,https://v3602586.v360.in/vision360.html?d=R1.5L40053A100,,,,,,,,,,,,
R1.5L40055A100,Round,1.51,K,VVS1,EX,EX,EX,M,GIA,4.99,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481837499.pdf,https://v3602586.v360.in/vision360.html?d=L40055,https://v3602586.v360.in/vision360.html?d=R1.5L40055A100,,,,,,,,,,,,
R1.5L40056A1A1,Round,1.51,K,VS1,VG,EX,VG,N,GIA,3.33,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488688101.pdf,https://v3602586.v360.in/vision360.html?d=L40056,https://v3602586.v360.in/vision360.html?d=R1.5L40056A1A1,,,,,,,,,,,,
R1.5L40078A100,Round,1.52,L,VVS2,EX,EX,EX,F,GIA,4.86,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489845677.pdf,https://v3602586.v360.in/vision360.html?d=L40078,https://v3602586.v360.in/vision360.html?d=R1.5L40078A100,,,,,,,,,,,,
R1.5L40079A1A2,Round,1.5,J,VS1,G,EX,VG,N,GIA,3.42,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482845710.pdf,https://v3602586.v360.in/vision360.html?d=L40079,https://v3602586.v360.in/vision360.html?d=R1.5L40079A1A2,,,,,,,,,,,,
R1.5L40080A000,Round,1.5,K,VVS2,VG,EX,VG,M,GIA,5.19,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485845669.pdf,https://v3602586.v360.in/vision360.html?d=L40080,https://v3602586.v360.in/vision360.html?d=R1.5L40080A000,,,,,,,,,,,,
R1.5L40080B000,Round,1.5,K,VVS2,EX,EX,EX,M,GIA,5.19,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485845607.pdf,https://v3602586.v360.in/vision360.html?d=L40080,https://v3602586.v360.in/vision360.html?d=R1.5L40080B000,,,,,,,,,,,,
R1.5L40135A1A1,Round,1.62,L,VVS2,EX,EX,EX,N,GIA,3.72,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486989340.pdf,https://v3602586.v360.in/vision360.html?d=L40135,https://v3602586.v360.in/vision360.html?d=R1.5L40135A1A1,,,,,,,,,,,,
R1.5L40139A100,Round,1.51,L,VS1,VG,EX,EX,F,GIA,3.67,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485845737.pdf,https://v3602586.v360.in/vision360.html?d=L40139,https://v3602586.v360.in/vision360.html?d=R1.5L40139A100,,,,,,,,,,,,
R1.5L40147A100,Round,1.51,K,VVS2,VG,EX,EX,F,GIA,3.57,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1487989217.pdf,https://v3602586.v360.in/vision360.html?d=L40147,https://v3602586.v360.in/vision360.html?d=R1.5L40147A100,,,,,,,,,,,,
R1.5L40150A1A0,Round,1.5,L,SI1,VG,EX,VG,N,GIA,3.21,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485858881.pdf,https://v3602586.v360.in/vision360.html?d=L40150,https://v3602586.v360.in/vision360.html?d=R1.5L40150A1A0,,,,,,,,,,,,
R1.5L40153A100,Round,1.5,M,VS2,VG,EX,VG,F,GIA,3.3,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482989319.pdf,https://v3602586.v360.in/vision360.html?d=L40153,https://v3602586.v360.in/vision360.html?d=R1.5L40153A100,,,,,,,,,,,,
R1.5L40163A000,Round,1.59,J,VVS2,EX,EX,EX,M,GIA,4.68,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486846072.pdf,https://v3602586.v360.in/vision360.html?d=L40163,https://v3602586.v360.in/vision360.html?d=R1.5L40163A000,,,,,,,,,,,,
R1.5L40172A1A0,Round,1.5,L,VS2,VG,EX,VG,N,GIA,3.11,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486858381.pdf,https://v3602586.v360.in/vision360.html?d=L40172,https://v3602586.v360.in/vision360.html?d=R1.5L40172A1A0,,,,,,,,,,,,
R1.8L40010A1A0,Round,1.81,I,VS2,EX,EX,EX,N,GIA,4.31,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7482836257.pdf,https://v3602586.v360.in/vision360.html?d=L40010,https://v3602586.v360.in/vision360.html?d=R1.8L40010A1A0,,,,,,,,,,,,
R2.0L40001A1A1,Round,2.07,K,VVS2,EX,EX,EX,N,GIA,7.07,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/5486833314.pdf,https://v3602586.v360.in/vision360.html?d=L40001,https://v3602586.v360.in/vision360.html?d=R2.0L40001A1A1,,,,,,,,,,,,
R2.0L40004A1A1,Round,2,L,VS2,EX,VG,EX,N,GIA,4.65,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486833682.pdf,https://v3602586.v360.in/vision360.html?d=L40004,https://v3602586.v360.in/vision360.html?d=R2.0L40004A1A1,,,,,,,,,,,,
R2.0L40005B000,Round,2.02,J,VS1,EX,EX,EX,N,GIA,8.39,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7483844439.pdf,https://v3602586.v360.in/vision360.html?d=L40005,https://v3602586.v360.in/vision360.html?d=R2.0L40005B000,,,,,,,,,,,,
R2.0L40007B100,Round,2.04,M,IF,EX,EX,EX,F,GIA,8.78,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487857333.pdf,https://v3602586.v360.in/vision360.html?d=L40007,https://v3602586.v360.in/vision360.html?d=R2.0L40007B100,,,,,,,,,,,,
R2.0L40013A1A0,Round,2.01,M,VS1,EX,EX,EX,N,GIA,7.52,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485833367.pdf,https://v3602586.v360.in/vision360.html?d=L40013,https://v3602586.v360.in/vision360.html?d=R2.0L40013A1A0,,,,,,,,,,,,
R2.0L40013B1A0,Round,2,L,VS2,EX,EX,EX,N,GIA,7.52,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488833262.pdf,https://v3602586.v360.in/vision360.html?d=L40013,https://v3602586.v360.in/vision360.html?d=R2.0L40013B1A0,,,,,,,,,,,,
R2.0L40014A1A0,Round,2.01,I,VVS1,EX,EX,EX,N,GIA,4.77,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7486833243.pdf,https://v3602586.v360.in/vision360.html?d=L40014,https://v3602586.v360.in/vision360.html?d=R2.0L40014A1A0,,,,,,,,,,,,
R2.0L40039A000,Round,2.05,L,VVS2,EX,EX,EX,M,GIA,5.75,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485687885.pdf,https://v3602586.v360.in/vision360.html?d=L40039,https://v3602586.v360.in/vision360.html?d=R2.0L40039A000,,,,,,,,,,,,
R2.0L40041A1A0,Round,2.05,K,VS1,VG,EX,EX,M,GIA,5.14,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488833608.pdf,https://v3602586.v360.in/vision360.html?d=L40041,https://v3602586.v360.in/vision360.html?d=R2.0L40041A1A0,,,,,,,,,,,,
R2.0L40043A1A0,Round,2.03,J,VS2,EX,EX,EX,M,GIA,5.54,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485833537.pdf,https://v3602586.v360.in/vision360.html?d=L40043,https://v3602586.v360.in/vision360.html?d=R2.0L40043A1A0,,,,,,,,,,,,
R2.0L40045A100,Round,2.09,L,VVS2,EX,EX,EX,F,GIA,5.91,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485955475.pdf,https://v3602586.v360.in/vision360.html?d=L40045,https://v3602586.v360.in/vision360.html?d=R2.0L40045A100,,,,,,,,,,,,
R2.0L40050A100,Round,2.02,L,VS1,EX,EX,EX,M,GIA,5.32,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487833551.pdf,https://v3602586.v360.in/vision360.html?d=L40050,https://v3602586.v360.in/vision360.html?d=R2.0L40050A100,,,,,,,,,,,,
R2.0L40059A100,Round,2.12,K,VVS2,EX,EX,EX,M,GIA,5.94,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481833585.pdf,https://v3602586.v360.in/vision360.html?d=L40059,https://v3602586.v360.in/vision360.html?d=R2.0L40059A100,,,,,,,,,,,,
R2.0L40060A100,Round,2,L,SI1,EX,EX,EX,M,GIA,4.87,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/3485857286.pdf,https://v3602586.v360.in/vision360.html?d=L40060,https://v3602586.v360.in/vision360.html?d=R2.0L40060A100,,,,,,,,,,,,
R2.0L40063A000,Round,2.04,M,VS1,EX,EX,EX,F,GIA,7.13,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491049917.pdf,https://v3602586.v360.in/vision360.html?d=L40063,https://v3602586.v360.in/vision360.html?d=R2.0L40063A000,,,,,,,,,,,,
R2.0L40071A1A1,Round,2.01,L,VS1,VG,EX,EX,N,GIA,4.28,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489833345.pdf,https://v3602586.v360.in/vision360.html?d=L40071,https://v3602586.v360.in/vision360.html?d=R2.0L40071A1A1,,,,,,,,,,,,
R2.0L40149A100,Round,2.02,N,VS1,VG,EX,EX,N,GIA,4.42,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482955520.pdf,https://v3602586.v360.in/vision360.html?d=L40149,https://v3602586.v360.in/vision360.html?d=R2.0L40149A100,,,,,,,,,,,,
R2.2L40002A1A1,Round,2.26,L,VVS2,EX,EX,EX,N,GIA,5.26,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486833305.pdf,https://v3602586.v360.in/vision360.html?d=L40002,https://v3602586.v360.in/vision360.html?d=R2.2L40002A1A1,,,,,,,,,,,,
R2.2L40009A100,Round,2.21,I,VS1,EX,EX,EX,M,GIA,6.25,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2484833678.pdf,https://v3602586.v360.in/vision360.html?d=L40009,https://v3602586.v360.in/vision360.html?d=R2.2L40009A100,,,,,,,,,,,,
R2.2L40011A100,Round,2.27,J,VVS2,EX,EX,EX,M,GIA,6.54,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489857303.pdf,https://v3602586.v360.in/vision360.html?d=L40011,https://v3602586.v360.in/vision360.html?d=R2.2L40011A100,,,,,,,,,,,,
R2.2L40070A100,Round,2.2,M,VS1,EX,EX,EX,F,GIA,6.65,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485955418.pdf,https://v3602586.v360.in/vision360.html?d=L40070,https://v3602586.v360.in/vision360.html?d=R2.2L40070A100,,,,,,,,,,,,
R2.2L40087A1A1,Round,2.22,M,VVS2,EX,EX,EX,N,GIA,5.62,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/3485833330.pdf,https://v3602586.v360.in/vision360.html?d=L40087,https://v3602586.v360.in/vision360.html?d=R2.2L40087A1A1,,,,,,,,,,,,
R2.4L40062A1A1,Round,2.47,K,VVS2,EX,EX,EX,M,GIA,5.32,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487833595.pdf,https://v3602586.v360.in/vision360.html?d=L40062,https://v3602586.v360.in/vision360.html?d=R2.4L40062A1A1,,,,,,,,,,,,
R2.5L40005A100,Round,2.53,J,VVS1,EX,EX,EX,N,GIA,8.39,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488687841.pdf,https://v3602586.v360.in/vision360.html?d=L40005,https://v3602586.v360.in/vision360.html?d=R2.5L40005A100,,,,,,,,,,,,
R2.5L40008B100,Round,2.55,K,VVS2,EX,EX,EX,N,GIA,10.8,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1483833627.pdf,https://v3602586.v360.in/vision360.html?d=L40008,https://v3602586.v360.in/vision360.html?d=R2.5L40008B100,,,,,,,,,,,,
R3.0L40008A100,Round,3.01,K,VVS1,EX,EX,EX,F,GIA,10.8,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/5486837728.pdf,https://v3602586.v360.in/vision360.html?d=L40008,https://v3602586.v360.in/vision360.html?d=R3.0L40008A100,,,,,,,,,,,,
R3.0L40012A000,Round,3.09,N,VS1,EX,EX,EX,N,GIA,9.13,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493001808.pdf,https://v3602586.v360.in/vision360.html?d=L40012,https://v3602586.v360.in/vision360.html?d=R3.0L40012A000,,,,,,,,,,,,
R3.0L40090A100,Round,3.01,L,VS1,VG,EX,EX,N,GIA,7.25,____,21/01/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489833277.pdf,https://v3602586.v360.in/vision360.html?d=L40090,https://v3602586.v360.in/vision360.html?d=R3.0L40090A100,,,,,,,,,,,,
C1.0L41019A000,Cushion,1.01,E,VVS2,EX,EX,EX,F,GIA,2.04,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481688426.pdf,https://v3602586.v360.in/vision360.html?d=L41019,https://v3602586.v360.in/vision360.html?d=C1.0L41019A000,,,,,,,,,,,,
C1.0L41027A100,Cushion,1.07,F,VS1,VG,EX,VG,N,GIA,1.86,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482688517.pdf,https://v3602586.v360.in/vision360.html?d=L41027,https://v3602586.v360.in/vision360.html?d=C1.0L41027A100,,,,,,,,,,,,
C1.0L41033A000,Cushion,1.02,E,VS1,VG,EX,VG,N,GIA,2.16,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2484688529.pdf,https://v3602586.v360.in/vision360.html?d=L41033,https://v3602586.v360.in/vision360.html?d=C1.0L41033A000,,,,,,,,,,,,
E.50L41002B000,Emerald,0.57,D,VVS1,EX,EX,EX,N,GIA,4.43,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485688221.pdf,https://v3602586.v360.in/vision360.html?d=L41002,https://v3602586.v360.in/vision360.html?d=E.50L41002B000,,,,,,,,,,,,
E.75L410250000,Emerald,0.73,G,VVS2,VG,EX,VG,M,GIA,1.86,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2488688183.pdf,https://v3602586.v360.in/vision360.html?d=L41025,https://v3602586.v360.in/vision360.html?d=E.75L410250000,,,,,,,,,,,,
E1.0L41004B000,Emerald,1,E,VVS2,EX,EX,EX,N,GIA,4.56,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489688488.pdf,https://v3602586.v360.in/vision360.html?d=L41004,https://v3602586.v360.in/vision360.html?d=E1.0L41004B000,,,,,,,,,,,,
E1.0L41014A100,Emerald,1.07,H,VVS1,EX,EX,EX,N,GIA,2.23,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489688381.pdf,https://v3602586.v360.in/vision360.html?d=L41014,https://v3602586.v360.in/vision360.html?d=E1.0L41014A100,,,,,,,,,,,,
E1.2L41010A000,Emerald,1.21,E,VS1,EX,EX,EX,N,GIA,2.74,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485688285.pdf,https://v3602586.v360.in/vision360.html?d=L41010,https://v3602586.v360.in/vision360.html?d=E1.2L41010A000,,,,,,,,,,,,
E2.0L41002A000,Emerald,2.15,H,VS2,EX,EX,EX,N,GIA,4.43,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6485687907.pdf,https://v3602586.v360.in/vision360.html?d=L41002,https://v3602586.v360.in/vision360.html?d=E2.0L41002A000,,,,,,,,,,,,
L1.2L41017A000,Heart,1.01,D,VS1,VG,EX,VG,N,GIA,2.01,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492037256.pdf,https://v3602586.v360.in/vision360.html?d=L41017,https://v3602586.v360.in/vision360.html?d=L1.2L41017A000,,,,,,,,,,,,
L1.3L41016A100,Heart,1.05,D,VVS1,VG,EX,VG,N,GIA,2.56,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493037269.pdf,https://v3602586.v360.in/vision360.html?d=L41016,https://v3602586.v360.in/vision360.html?d=L1.3L41016A100,,,,,,,,,,,,
O1.0L41013A100,Oval,1.12,F,VVS2,VG,EX,VG,N,GIA,2.08,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481688356.pdf,https://v3602586.v360.in/vision360.html?d=L41013,https://v3602586.v360.in/vision360.html?d=O1.0L41013A100,,,,,,,,,,,,
O1.8L41008A1A1,Oval,1.85,G,VVS2,EX,EX,EX,F,GIA,3.94,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487688265.pdf,https://v3602586.v360.in/vision360.html?d=L41008,https://v3602586.v360.in/vision360.html?d=O1.8L41008A1A1,,,,,,,,,,,,
P.50L41003B000,Princess,0.52,D,VVS1,VG,EX,VG,N,GIA,3.87,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482689200.pdf,https://v3602586.v360.in/vision360.html?d=L41003,https://v3602586.v360.in/vision360.html?d=P.50L41003B000,,,,,,,,,,,,
R.75L41015A1A0,Round,0.84,D,VVS2,EX,EX,EX,M,GIA,1.86,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488688041.pdf,https://v3602586.v360.in/vision360.html?d=L41015,https://v3602586.v360.in/vision360.html?d=R.75L41015A1A0,,,,,,,,,,,,
R.75L41018A1A0,Round,0.73,D,VVS1,EX,EX,EX,N,GIA,2.3,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482688170.pdf,https://v3602586.v360.in/vision360.html?d=L41018,https://v3602586.v360.in/vision360.html?d=R.75L41018A1A0,,,,,,,,,,,,
R.75L41020A000,Round,0.71,E,VS1,EX,EX,EX,N,GIA,1.83,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482688147.pdf,https://v3602586.v360.in/vision360.html?d=L41020,https://v3602586.v360.in/vision360.html?d=R.75L41020A000,,,,,,,,,,,,
R.75L41021A1A0,Round,0.81,D,VVS2,EX,EX,EX,N,GIA,2,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482688089.pdf,https://v3602586.v360.in/vision360.html?d=L41021,https://v3602586.v360.in/vision360.html?d=R.75L41021A1A0,,,,,,,,,,,,
R.75L41022A1A0,Round,0.76,D,VS2,EX,EX,EX,N,GIA,1.98,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481688115.pdf,https://v3602586.v360.in/vision360.html?d=L41022,https://v3602586.v360.in/vision360.html?d=R.75L41022A1A0,,,,,,,,,,,,
R.75L410230000,Round,0.72,G,VS1,EX,EX,EX,N,GIA,2.02,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488688139.pdf,https://v3602586.v360.in/vision360.html?d=L41023,https://v3602586.v360.in/vision360.html?d=R.75L410230000,,,,,,,,,,,,
R.75L41024A000,Round,0.71,E,VVS2,EX,EX,EX,N,GIA,1.82,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487688124.pdf,https://v3602586.v360.in/vision360.html?d=L41024,https://v3602586.v360.in/vision360.html?d=R.75L41024A000,,,,,,,,,,,,
R.75L41026A000,Round,0.77,D,VS2,EX,EX,EX,N,GIA,1.9,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485688076.pdf,https://v3602586.v360.in/vision360.html?d=L41026,https://v3602586.v360.in/vision360.html?d=R.75L41026A000,,,,,,,,,,,,
R.75L41028A000,Round,0.7,D,VS1,VG,EX,EX,N,GIA,1.99,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6481688372.pdf,https://v3602586.v360.in/vision360.html?d=L41028,https://v3602586.v360.in/vision360.html?d=R.75L41028A000,,,,,,,,,,,,
R.75L41029A1A0,Round,0.7,F,VVS1,EX,EX,EX,N,GIA,1.84,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488688630.pdf,https://v3602586.v360.in/vision360.html?d=L41029,https://v3602586.v360.in/vision360.html?d=R.75L41029A1A0,,,,,,,,,,,,
R.75L41030A100,Round,0.8,E,VVS1,EX,EX,EX,N,GIA,1.85,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2488688585.pdf,https://v3602586.v360.in/vision360.html?d=L41030,https://v3602586.v360.in/vision360.html?d=R.75L41030A100,,,,,,,,,,,,
R.75L41031A1A0,Round,0.82,E,VS2,EX,EX,EX,N,GIA,1.92,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/5483688555.pdf,https://v3602586.v360.in/vision360.html?d=L41031,https://v3602586.v360.in/vision360.html?d=R.75L41031A1A0,,,,,,,,,,,,
R.75L41032A1A0,Round,0.82,E,VS1,EX,EX,EX,N,GIA,2.15,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485688727.pdf,https://v3602586.v360.in/vision360.html?d=L41032,https://v3602586.v360.in/vision360.html?d=R.75L41032A1A0,,,,,,,,,,,,
R.75L41034A100,Round,0.8,E,VS1,VG,EX,EX,N,GIA,1.81,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487688554.pdf,https://v3602586.v360.in/vision360.html?d=L41034,https://v3602586.v360.in/vision360.html?d=R.75L41034A100,,,,,,,,,,,,
R.75L41035A1A0,Round,0.81,F,VS1,EX,EX,EX,N,GIA,1.9,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488688482.pdf,https://v3602586.v360.in/vision360.html?d=L41035,https://v3602586.v360.in/vision360.html?d=R.75L41035A1A0,,,,,,,,,,,,
R.75L41036A1A0,Round,0.79,E,VVS1,EX,EX,EX,N,GIA,2.09,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482688601.pdf,https://v3602586.v360.in/vision360.html?d=L41036,https://v3602586.v360.in/vision360.html?d=R.75L41036A1A0,,,,,,,,,,,,
R.75L41037A1A0,Round,0.71,G,VS1,EX,EX,EX,N,GIA,2,____,1/1/2024,https://b.yerushalmi.com/barak/Output/Certificates/5483688712.pdf,https://v3602586.v360.in/vision360.html?d=L41037,https://v3602586.v360.in/vision360.html?d=R.75L41037A1A0,,,,,,,,,,,,
